,sid_sens,fastrate,temp0,temp_thresh
1.22,7.839441186036501e-05,3.2768965742722447,1.7583718407914684,2.1374351997933623
2.22,0.00011181864825573866,4.999999999879051,1.183895349681995,2.2110792945157236
3.22,6.975187600836881e-05,4.999999999899805,1.3281081596224118,2.128359976398297
4.22,0.00011079024338204741,4.999999999924356,1.0233872405132165,2.351942808467359
5.22,6.278507634194042e-05,4.999999999857872,2.4673683943327456,3.0139298848925944
6.22,6.724258823415693e-05,4.999999999997197,1.1870701517255953,2.1292786132158183
7.22,0.0001102126498053054,4.999999999999886,0.9705888873841824,2.1482801058740053
8.22,5.9469644011700965e-05,4.999999999999815,2.308853030779759,2.760567758683673
9.22,6.24126886605983e-05,4.999999999999924,1.0252229622344589,2.1330441284889714
10.22,0.00010086857626031588,4.999999999999929,0.8793262074971013,2.2076190168898644
11.22,5.758989452833489e-05,4.999999999999821,2.204372057416615,2.639558327682097
12.22,5.9197261781393216e-05,4.999999999999952,0.7684485156741497,2.151712533626032
13.22,0.00010106046182028716,4.999999999999956,0.7229943117506334,2.158702998062445
14.22,5.658614495118999e-05,4.99999999999989,2.146043061440537,2.501029054361112
15.22,5.820685835919593e-05,4.999999999999922,0.678196751487715,2.128637896530003
16.22,0.0001025359264231231,4.999999999999952,0.6915602369278506,2.117048291497372
17.22,3.850479917082603e-05,4.9999999999999645,0.8451467332115242,3.0902036709092475
18.22,4.7577992026519994e-05,5.0,2.95917382058964e-15,2.0399895589755928
19.22,7.65305724058488e-05,4.8777878519105204,1.691071649510381e-07,1.9200807994706768
20.22,3.870046863927043e-05,3.583356372662081,0.6250909049156061,2.86904769999899
21.22,9.168058796418055e-05,3.829958061080847,4.792594073901987e-07,1.8945328414096232
22.22,3.839384660294367e-05,3.29077350427761,0.541606522818926,2.6980926161211642
23.22,3.2965610181174834e-05,1.0383282074933657e-11,2.7310625073441423e-14,5.519097032626046
24.22,3.444975286856654e-05,0.16595032012531818,6.692327562882791e-09,3.5149732615683096
25.22,3.879365770641432e-05,3.458305754427665e-13,2.9414674661913346e-14,4.243535942462239
26.22,4.2400970702042395e-05,1.4797158404632638e-09,1.1796765700927766e-14,5.637690764537603
27.22,3.599103835546845e-05,0.016786073837915805,7.675285127872468e-15,5.22495359510061
28.22,3.5990928404249406e-05,6.452512340108868e-15,1.0002852048509368e-16,5.092146432880817
29.22,3.5990928404249406e-05,6.452512340108868e-15,1.0002852048509368e-16,5.092146432880817
