,sid_sens,fastrate,temp0,temp_thresh
1.22,3.2539308422034394e-05,24.303964692025232,2.144121887530077,3.857163682279123
2.22,0.00015391474742677087,3.78955014030316e-12,1.2221326987926087,5.2824164176758615
3.22,9.260185759755435e-05,3.8301842442247285e-13,1.2600827473830736,5.287116466896871
4.22,0.0001532250844900255,7.356223585824152e-11,1.0739334724468572,5.319840104273262
5.22,6.507772558575527e-05,3.60630410117997e-12,1.7467155458642316,6.008209373017769
6.22,8.944323574717301e-05,2.3089798491837517e-12,1.1427112767543397,6.135325084428759
7.22,0.0001546816721720681,3.3857240569969303e-12,1.0346666506956255,6.187136284639685
8.22,6.231340927562423e-05,2.7369307851785e-12,1.5676423951568568,6.6600861846635055
9.22,8.300817842577859e-05,6.006832115236101e-13,0.9926810009446976,6.86164068923184
10.22,0.00013975397029150735,2.0462721633537017e-13,0.9467207724651585,6.799112149361127
11.22,6.267534614374998e-05,1.0807153398681266e-12,1.5382021384169007,6.7038594659191
12.22,7.91400341236507e-05,3.393118935996098e-13,0.7808456817468268,6.868089292438697
13.22,0.0001414309316928855,1.169837076777976e-12,0.8256295203040942,6.810282092715077
14.22,6.293542684444688e-05,3.102581662889992e-12,1.5169291581673419,7.442113093252949
15.22,7.809553904246879e-05,5.398753226184788e-13,0.7090193524093379,7.631142149689724
16.22,0.000144454036344403,5.768206962328502e-13,0.8026973541557112,7.568920132666243
17.22,4.792084176536839e-05,8.154055406209893e-12,0.6827508090776756,8.431650736243748
18.22,6.273339598893478e-05,0.2830204683585731,1.845515386314047e-14,9.123685654588213
19.22,9.882025970952971e-05,0.057640922526369015,2.6618418759149846e-14,9.455592960394732
20.22,4.567059695266521e-05,4.599989109646996,0.50425962540075,9.466887883558057
21.22,0.00010713598524729806,2.7581942780009268,1.9850412837018122e-14,9.776294559161624
22.22,4.478478891293388e-05,3.690529424468382,0.4271259317153766,9.838474468544657
23.22,3.296560779897922e-05,9.71722324513601,5.493043327227374e-14,9.74947252042977
24.22,3.473504167839754e-05,7.739540883060985,2.5378004460913978e-14,9.911890150263247
25.22,3.879365417088694e-05,9.01079030458519,2.055853060285365e-14,9.981055090515431
26.22,4.2400955290045263e-05,11.427009361789004,7.879517959276511e-14,9.944721379760548
27.22,3.599761672522066e-05,13.723784356599023,1.0298242980181825e-14,9.937874585883105
28.22,3.599761672522032e-05,15.21718111563227,4.3460352908700646e-16,9.968937292941552
29.22,3.5997616725220346e-05,16.883847782298936,1.4286083110128803e-15,9.979291528627702
