
__MAGICC 7.X DATA OUTPUT FILE__

OUTPUT:  DAT_SURFACE_TEMP
RUN:   SLR_AISSID_RCP26                                                                                                              
RUN_ID:                               1
DATE:   No Date specified.                                                                                                            
MAGICC-VERSION:   7.0.0.1 BETA, MAY 2016                                                                              

&THISFILE_SPECIFICATIONS
 THISFILE_DATACOLUMNS=          0,
 THISFILE_FIRSTYEAR=       1850,
 THISFILE_LASTYEAR=       2500,
 THISFILE_ANNUALSTEPS=          1,
 THISFILE_FIRSTDATAROW=         21,
 THISFILE_UNITS="K                                                                                                   ",
 THISFILE_DATTYPE="FOURBOXDATA                                                                                         ",
 /

   YEARS   GLOBAL    NH-OCEAN   NH-LAND   SH-OCEAN   SH-LAND
      2088      0.19483899E+01      0.18333575E+01      0.24379603E+01      0.17228008E+01      0.21356023E+01
      2089      0.19095909E+01      0.16188822E+01      0.26122487E+01      0.15704570E+01      0.25829747E+01
      2090      0.17911616E+01      0.14984862E+01      0.24749120E+01      0.15627662E+01      0.20912043E+01
      2091      0.18281193E+01      0.18390306E+01      0.20632502E+01      0.17037761E+01      0.17954890E+01
      2092      0.19514517E+01      0.18336875E+01      0.23139547E+01      0.17852407E+01      0.21769689E+01
      2093      0.19849305E+01      0.18439633E+01      0.23879242E+01      0.16892696E+01      0.26805293E+01
      2094      0.20252108E+01      0.19570660E+01      0.25644735E+01      0.17479766E+01      0.21778234E+01
      2095      0.21282165E+01      0.18033910E+01      0.31189550E+01      0.16913574E+01      0.26872991E+01
      2096      0.18993057E+01      0.16095673E+01      0.26735280E+01      0.15632256E+01      0.24153926E+01
      2097      0.18681398E+01      0.17507183E+01      0.22288513E+01      0.16195584E+01      0.24061635E+01
      2098      0.18282404E+01      0.16270588E+01      0.23630905E+01      0.16574456E+01      0.19566981E+01
      2099      0.18336626E+01      0.16496191E+01      0.23209101E+01      0.16105836E+01      0.22066803E+01
      2100      0.19025250E+01      0.18319839E+01      0.23619156E+01      0.16416306E+01      0.21600316E+01
      2101      0.19829292E+01      0.18898735E+01      0.26769892E+01      0.15751263E+01      0.23859355E+01
      2102      0.19900819E+01      0.17946049E+01      0.26816915E+01      0.15999373E+01      0.26144384E+01
      2103      0.20019773E+01      0.17784393E+01      0.26671600E+01      0.16186372E+01      0.27310918E+01
      2104      0.18346089E+01      0.16550757E+01      0.24403839E+01      0.15195876E+01      0.23039932E+01
      2105      0.17179761E+01      0.16242300E+01      0.20901540E+01      0.14566237E+01      0.22157211E+01
      2106      0.17921516E+01      0.17980838E+01      0.21138407E+01      0.15509445E+01      0.20397873E+01
      2107      0.19427469E+01      0.17408034E+01      0.25912730E+01      0.16244061E+01      0.24010111E+01
      2108      0.19335215E+01      0.18042762E+01      0.25618820E+01      0.15681661E+01      0.24081955E+01
      2109      0.18859233E+01      0.17283196E+01      0.25339712E+01      0.15695564E+01      0.22152557E+01
      2110      0.19552143E+01      0.20320662E+01      0.23599650E+01      0.16788318E+01      0.19731801E+01
      2111      0.20142397E+01      0.18784654E+01      0.25083720E+01      0.17370043E+01      0.24439036E+01
      2112      0.20408944E+01      0.17436639E+01      0.30018997E+01      0.15806029E+01      0.26713791E+01
      2113      0.18775632E+01      0.17623433E+01      0.24384384E+01      0.16668325E+01      0.18667882E+01
      2114      0.19219492E+01      0.17839342E+01      0.24198736E+01      0.17197492E+01      0.20679423E+01
      2115      0.19593239E+01      0.16769355E+01      0.27004954E+01      0.16310295E+01      0.24919230E+01
      2116      0.19427184E+01      0.17289378E+01      0.27847137E+01      0.16028118E+01      0.21278661E+01
      2117      0.18788900E+01      0.17308782E+01      0.25058848E+01      0.16316797E+01      0.19636764E+01
      2118      0.18689698E+01      0.16175475E+01      0.24862900E+01      0.16280000E+01      0.22352397E+01
      2119      0.17467971E+01      0.16402061E+01      0.19254583E+01      0.15386074E+01      0.24670588E+01
      2120      0.17921934E+01      0.16510885E+01      0.22475154E+01      0.15638397E+01      0.21303126E+01
      2121      0.17207348E+01      0.14893705E+01      0.22954203E+01      0.15631241E+01      0.18032862E+01
      2122      0.17962289E+01      0.17361561E+01      0.20163295E+01      0.16462902E+01      0.20859985E+01
      2123      0.19084375E+01      0.16983017E+01      0.24580816E+01      0.16731575E+01      0.22746251E+01
      2124      0.19159607E+01      0.16314884E+01      0.25152486E+01      0.16663721E+01      0.24419988E+01
      2125      0.19161146E+01      0.16590007E+01      0.24467672E+01      0.16903212E+01      0.24143473E+01
      2126      0.19200808E+01      0.17564043E+01      0.22215525E+01      0.17532961E+01      0.23966242E+01
      2127      0.18935522E+01      0.17977428E+01      0.22663981E+01      0.16389523E+01      0.23702571E+01
      2128      0.18795395E+01      0.18210344E+01      0.24064280E+01      0.16096363E+01      0.20026983E+01
      2129      0.19803130E+01      0.18820784E+01      0.25581563E+01      0.16484756E+01      0.23442815E+01
      2130      0.19347668E+01      0.16998272E+01      0.24820252E+01      0.16479637E+01      0.25680567E+01
      2131      0.18674914E+01      0.17055320E+01      0.23720729E+01      0.16071183E+01      0.22851435E+01
      2132      0.18436954E+01      0.17489722E+01      0.22600606E+01      0.16813631E+01      0.18832601E+01
      2133      0.19301450E+01      0.17060953E+01      0.27470042E+01      0.16219135E+01      0.20747681E+01
      2134      0.18804986E+01      0.17446241E+01      0.23787587E+01      0.17299257E+01      0.18256912E+01
      2135      0.19453832E+01      0.17167222E+01      0.23352483E+01      0.18756332E+01      0.20595856E+01
      2136      0.18765098E+01      0.15206311E+01      0.24873886E+01      0.16638509E+01      0.24376577E+01
      2137      0.18945328E+01      0.16730431E+01      0.24034602E+01      0.17398788E+01      0.20702057E+01
      2138      0.18663855E+01      0.18344009E+01      0.19911677E+01      0.17443994E+01      0.21640600E+01
      2139      0.19591004E+01      0.18078241E+01      0.25143484E+01      0.15706599E+01      0.27276917E+01
      2140      0.18425919E+01      0.18065576E+01      0.21313477E+01      0.16142727E+01      0.22235184E+01
      2141      0.18322065E+01      0.17252919E+01      0.21584040E+01      0.16162407E+01      0.22875417E+01
      2142      0.18486340E+01      0.16683307E+01      0.24851710E+01      0.14814615E+01      0.24548086E+01
      2143      0.18099403E+01      0.17632385E+01      0.23559977E+01      0.15722427E+01      0.17410075E+01
      2144      0.18400862E+01      0.17771398E+01      0.20977605E+01      0.16941507E+01      0.20475845E+01
      2145      0.18993301E+01      0.16014537E+01      0.26683579E+01      0.15361007E+01      0.25504150E+01
      2146      0.18891857E+01      0.17024134E+01      0.26112595E+01      0.15604920E+01      0.21974004E+01
      2147      0.19880591E+01      0.17336516E+01      0.28859253E+01      0.16445580E+01      0.21871948E+01
      2148      0.19188906E+01      0.16809718E+01      0.27215805E+01      0.15579483E+01      0.23284505E+01
      2149      0.17932227E+01      0.15162170E+01      0.25068563E+01      0.14659473E+01      0.23621979E+01
      2150      0.17203252E+01      0.15518385E+01      0.21070175E+01      0.16003373E+01      0.18636678E+01
      2151      0.17838344E+01      0.16090592E+01      0.23349355E+01      0.16257682E+01      0.17589747E+01
      2152      0.18594943E+01      0.16946611E+01      0.23113912E+01      0.16829387E+01      0.20751394E+01
      2153      0.18432923E+01      0.15879018E+01      0.24885025E+01      0.15961241E+01      0.21880595E+01
      2154      0.17674148E+01      0.16108772E+01      0.22520243E+01      0.15327263E+01      0.21134135E+01
      2155      0.17745527E+01      0.17033701E+01      0.22387594E+01      0.15918919E+01      0.17298915E+01
      2156      0.19255070E+01      0.17386981E+01      0.24676310E+01      0.17119677E+01      0.21605225E+01
      2157      0.19683193E+01      0.16533648E+01      0.25557098E+01      0.17363054E+01      0.25362269E+01
      2158      0.18316280E+01      0.15055658E+01      0.22391637E+01      0.16294434E+01      0.26777089E+01
      2159      0.17611713E+01      0.15233187E+01      0.20452881E+01      0.15983853E+01      0.24622498E+01
      2160      0.17218616E+01      0.15297505E+01      0.20233587E+01      0.15875420E+01      0.21547572E+01
      2161      0.17766136E+01      0.14808924E+01      0.21570918E+01      0.16388911E+01      0.23505096E+01
      2162      0.17389031E+01      0.14877865E+01      0.20702260E+01      0.16040201E+01      0.22772344E+01
      2163      0.17358449E+01      0.14980835E+01      0.21072413E+01      0.15872734E+01      0.22086385E+01
      2164      0.17227908E+01      0.15177115E+01      0.22196019E+01      0.14745541E+01      0.22294210E+01
      2165      0.17340846E+01      0.16063496E+01      0.22904307E+01      0.15061798E+01      0.18315404E+01
      2166      0.16860495E+01      0.15056524E+01      0.21336695E+01      0.14818060E+01      0.20573934E+01
      2167      0.16897813E+01      0.15330772E+01      0.22591527E+01      0.14367142E+01      0.19358546E+01
      2168      0.17632771E+01      0.15614184E+01      0.23330205E+01      0.15569758E+01      0.19573898E+01
      2169      0.18068678E+01      0.14770229E+01      0.25572790E+01      0.15726612E+01      0.20981089E+01
      2170      0.17231070E+01      0.14613304E+01      0.22935867E+01      0.15266062E+01      0.20443675E+01
      2171      0.17415231E+01      0.17288263E+01      0.19242147E+01      0.16393397E+01      0.17956111E+01
      2172      0.17907763E+01      0.15438281E+01      0.22057927E+01      0.16960727E+01      0.19990565E+01
      2173      0.17466119E+01      0.15272625E+01      0.21716588E+01      0.15717785E+01      0.21600469E+01
      2174      0.17319510E+01      0.15848205E+01      0.20619888E+01      0.15999753E+01      0.19747162E+01
      2175      0.18033429E+01      0.16727253E+01      0.21310883E+01      0.16477319E+01      0.20939992E+01
      2176      0.18621035E+01      0.16405705E+01      0.23384628E+01      0.16921218E+01      0.21606929E+01
      2177      0.17722118E+01      0.15577629E+01      0.21205394E+01      0.16454292E+01      0.21447881E+01
      2178      0.17605412E+01      0.16196350E+01      0.20659129E+01      0.16925535E+01      0.17947311E+01
      2179      0.18186552E+01      0.16747593E+01      0.21252085E+01      0.16745865E+01      0.21449483E+01
      2180      0.18293952E+01      0.15848560E+01      0.24835637E+01      0.15166702E+01      0.23728943E+01
      2181      0.16999506E+01      0.15797080E+01      0.21965917E+01      0.15330035E+01      0.16668065E+01
      2182      0.18198332E+01      0.16338290E+01      0.23068339E+01      0.16918932E+01      0.18408559E+01
      2183      0.18363526E+01      0.15701805E+01      0.25252406E+01      0.15533091E+01      0.22585017E+01
      2184      0.17145571E+01      0.16497490E+01      0.20576452E+01      0.15400056E+01      0.18640213E+01
      2185      0.18073370E+01      0.15992537E+01      0.24903717E+01      0.15420415E+01      0.20139898E+01
      2186      0.17578463E+01      0.16834342E+01      0.20668030E+01      0.15415357E+01      0.21591924E+01
      2187      0.18432296E+01      0.16022932E+01      0.26603241E+01      0.14777734E+01      0.22492955E+01
      2188      0.16495366E+01      0.14513151E+01      0.21993917E+01      0.13638624E+01      0.21719742E+01
      2189      0.16716553E+01      0.15943235E+01      0.21589152E+01      0.14646418E+01      0.16894836E+01
      2190      0.17822581E+01      0.16939933E+01      0.20039851E+01      0.16709401E+01      0.20013504E+01
      2191      0.18134796E+01      0.16348614E+01      0.21751175E+01      0.15705635E+01      0.24973577E+01
      2192      0.18343141E+01      0.16501819E+01      0.23959376E+01      0.15968635E+01      0.21128896E+01
      2193      0.18085061E+01      0.16395257E+01      0.22605820E+01      0.15900782E+01      0.21927668E+01
      2194      0.16668208E+01      0.15567829E+01      0.19866257E+01      0.15089693E+01      0.19249471E+01
      2195      0.16728576E+01      0.15284659E+01      0.20433477E+01      0.14597532E+01      0.21323522E+01
      2196      0.17115881E+01      0.15533599E+01      0.22096151E+01      0.15721108E+01      0.16772461E+01
      2197      0.18381992E+01      0.16930004E+01      0.22487335E+01      0.17027281E+01      0.19277852E+01
      2198      0.18334938E+01      0.16431771E+01      0.23595098E+01      0.16296576E+01      0.20739110E+01
      2199      0.17771408E+01      0.16276735E+01      0.20727717E+01      0.15722478E+01      0.23694814E+01
      2200      0.17058132E+01      0.14872712E+01      0.22164841E+01      0.15009408E+01      0.20587743E+01
      2201      0.16431094E+01      0.14965029E+01      0.21077143E+01      0.14451607E+01      0.18634771E+01
      2202      0.16517217E+01      0.15500326E+01      0.19819743E+01      0.14712576E+01      0.19509608E+01
      2203      0.18118481E+01      0.17332134E+01      0.23009211E+01      0.15165760E+01      0.21616694E+01
      2204      0.16979740E+01      0.15429132E+01      0.21955948E+01      0.15067836E+01      0.18502350E+01
      2205      0.16768656E+01      0.15705965E+01      0.19631297E+01      0.15198777E+01      0.19884160E+01
      2206      0.17785835E+01      0.15076931E+01      0.24229660E+01      0.16192343E+01      0.18374481E+01
      2207      0.16883801E+01      0.14725548E+01      0.21779912E+01      0.14693906E+01      0.21290639E+01
      2208      0.15860006E+01      0.14311396E+01      0.21211929E+01      0.14101540E+01      0.16048457E+01
      2209      0.15745512E+01      0.14572339E+01      0.18957977E+01      0.14772781E+01      0.16220093E+01
      2210      0.16583621E+01      0.15139586E+01      0.19176280E+01      0.15685340E+01      0.18765844E+01
      2211      0.17827407E+01      0.14498610E+01      0.23978602E+01      0.15635454E+01      0.22964757E+01
      2212      0.17352529E+01      0.14243043E+01      0.22351430E+01      0.16041529E+01      0.20874685E+01
      2213      0.16330442E+01      0.14016466E+01      0.19208272E+01      0.15560059E+01      0.19863866E+01
      2214      0.16335959E+01      0.15304194E+01      0.17282562E+01      0.15389150E+01      0.20854187E+01
      2215      0.17062058E+01      0.16873925E+01      0.17742488E+01      0.15684756E+01      0.21402079E+01
      2216      0.19224348E+01      0.17180203E+01      0.26187693E+01      0.16431542E+01      0.21449661E+01
      2217      0.17406781E+01      0.15511731E+01      0.23057276E+01      0.14375104E+01      0.22744624E+01
      2218      0.16249378E+01      0.14683843E+01      0.19581019E+01      0.14613178E+01      0.20065180E+01
      2219      0.17368369E+01      0.16669164E+01      0.20376256E+01      0.16219365E+01      0.17606176E+01
      2220      0.18383399E+01      0.16989490E+01      0.24650141E+01      0.15814014E+01      0.19365540E+01
      2221      0.18053618E+01      0.17155483E+01      0.22551142E+01      0.15204326E+01      0.22257894E+01
      2222      0.18427954E+01      0.16978422E+01      0.25516688E+01      0.15334333E+01      0.19891866E+01
      2223      0.17200370E+01      0.16376092E+01      0.20603434E+01      0.14811016E+01      0.21659342E+01
      2224      0.17717268E+01      0.16582703E+01      0.21908366E+01      0.15718673E+01      0.19987157E+01
      2225      0.17500483E+01      0.15240312E+01      0.23781128E+01      0.15018557E+01      0.20518341E+01
      2226      0.16959224E+01      0.15249116E+01      0.23180389E+01      0.14334504E+01      0.19113998E+01
      2227      0.16336372E+01      0.15131895E+01      0.20128682E+01      0.14341884E+01      0.19581477E+01
      2228      0.16349407E+01      0.14922244E+01      0.20650279E+01      0.14143220E+01      0.19988810E+01
      2229      0.16218715E+01      0.15146664E+01      0.19944763E+01      0.13709197E+01      0.21168086E+01
      2230      0.17365756E+01      0.16076419E+01      0.23527679E+01      0.14596418E+01      0.19020920E+01
      2231      0.17698577E+01      0.15645554E+01      0.24536616E+01      0.15491638E+01      0.17995046E+01
      2232      0.17812969E+01      0.16047915E+01      0.22181651E+01      0.15429183E+01      0.22918091E+01
      2233      0.17349316E+01      0.14768263E+01      0.24947027E+01      0.14487513E+01      0.20048345E+01
      2234      0.16208667E+01      0.15531034E+01      0.20099462E+01      0.14690841E+01      0.16008555E+01
      2235      0.16602941E+01      0.15605402E+01      0.20139084E+01      0.14905157E+01      0.18672663E+01
      2236      0.15750186E+01      0.15879474E+01      0.16249339E+01      0.14513683E+01      0.19046402E+01
      2237      0.17957158E+01      0.18144091E+01      0.21163330E+01      0.15878182E+01      0.18849436E+01
      2238      0.18724069E+01      0.17256922E+01      0.24667765E+01      0.15056830E+01      0.24684601E+01
      2239      0.16968594E+01      0.15369600E+01      0.21652018E+01      0.14362755E+01      0.21820933E+01
      2240      0.16347886E+01      0.14425984E+01      0.21069489E+01      0.14686780E+01      0.18461711E+01
      2241      0.15663218E+01      0.14968624E+01      0.19149653E+01      0.13256349E+01      0.19663162E+01
      2242      0.16712063E+01      0.17538423E+01      0.19555791E+01      0.14504791E+01      0.17045822E+01
      2243      0.18297025E+01      0.15875471E+01      0.25188980E+01      0.15436299E+01      0.21962992E+01
      2244      0.16724356E+01      0.14195120E+01      0.23239568E+01      0.13440148E+01      0.23034312E+01
      2245      0.15401480E+01      0.13418354E+01      0.21014303E+01      0.13331986E+01      0.17438278E+01
      2246      0.15256911E+01      0.13701453E+01      0.19986827E+01      0.13686857E+01      0.15999501E+01
      2247      0.16823923E+01      0.15273516E+01      0.20880203E+01      0.15661845E+01      0.17365061E+01
      2248      0.16808939E+01      0.15631621E+01      0.19697494E+01      0.15703276E+01      0.18442866E+01
      2249      0.17129698E+01      0.15362583E+01      0.22757848E+01      0.14536277E+01      0.20510203E+01
      2250      0.16890486E+01      0.14799736E+01      0.23107325E+01      0.15249879E+01      0.16403071E+01
      2251      0.15964103E+01      0.14100143E+01      0.18281631E+01      0.14433081E+01      0.22236684E+01
      2252      0.16641852E+01      0.14439341E+01      0.20877126E+01      0.15565442E+01      0.18303782E+01
      2253      0.17140781E+01      0.15081848E+01      0.21211929E+01      0.15702591E+01      0.20095393E+01
      2254      0.16420424E+01      0.14047726E+01      0.21387889E+01      0.14910386E+01      0.18719279E+01
      2255      0.16560438E+01      0.15224407E+01      0.20068410E+01      0.15471034E+01      0.17332713E+01
      2256      0.17735645E+01      0.16003778E+01      0.21377055E+01      0.16791774E+01      0.18786824E+01
      2257      0.17274527E+01      0.15181620E+01      0.20865123E+01      0.15889634E+01      0.21083578E+01
      2258      0.17002565E+01      0.14222383E+01      0.22447611E+01      0.15162629E+01      0.20712738E+01
      2259      0.17131194E+01      0.14633782E+01      0.22329000E+01      0.15474007E+01      0.19867376E+01
      2260      0.17796849E+01      0.15642991E+01      0.20583445E+01      0.17822378E+01      0.18076375E+01
      2261      0.17683855E+01      0.14410927E+01      0.22211355E+01      0.16099784E+01      0.23627497E+01
      2262      0.16420106E+01      0.13527192E+01      0.20424703E+01      0.14709690E+01      0.22835287E+01
      2263      0.15671248E+01      0.13028735E+01      0.20036824E+01      0.14737703E+01      0.17750371E+01
      2264      0.15307404E+01      0.13137752E+01      0.18636424E+01      0.14370692E+01      0.18165563E+01
      2265      0.16159495E+01      0.14523815E+01      0.19303589E+01      0.15465724E+01      0.16998800E+01
      2266      0.17204124E+01      0.14118788E+01      0.22135162E+01      0.15911801E+01      0.20725047E+01
      2267      0.16238137E+01      0.13073994E+01      0.21219813E+01      0.14771173E+01      0.20532430E+01
      2268      0.14988947E+01      0.12962698E+01      0.19372457E+01      0.14065844E+01      0.15290858E+01
      2269      0.15296841E+01      0.13840443E+01      0.18427175E+01      0.14466660E+01      0.16181666E+01
      2270      0.16431368E+01      0.14519762E+01      0.19375788E+01      0.15657303E+01      0.18734156E+01
      2271      0.16473009E+01      0.13724632E+01      0.20378164E+01      0.15137243E+01      0.21278483E+01
      2272      0.15620423E+01      0.13990258E+01      0.16754735E+01      0.14919363E+01      0.20491486E+01
      2273      0.17299411E+01      0.14921505E+01      0.23016307E+01      0.16006816E+01      0.17295787E+01
      2274      0.16965822E+01      0.13756668E+01      0.21608760E+01      0.15225476E+01      0.23090337E+01
      2275      0.16203813E+01      0.14600570E+01      0.19381867E+01      0.14750316E+01      0.19743627E+01
      2276      0.17558274E+01      0.16657793E+01      0.22005259E+01      0.15134773E+01      0.20268326E+01
      2277      0.16906130E+01      0.14908371E+01      0.24104029E+01      0.13309077E+01      0.21559728E+01
      2278      0.15261536E+01      0.14352206E+01      0.17471771E+01      0.13491125E+01      0.20012665E+01
      2279      0.16139400E+01      0.15364134E+01      0.20957107E+01      0.13791905E+01      0.17476247E+01
      2280      0.16441298E+01      0.16176393E+01      0.21306356E+01      0.14048057E+01      0.16445974E+01
      2281      0.16820378E+01      0.16566132E+01      0.22584966E+01      0.13729369E+01      0.17621485E+01
      2282      0.17021030E+01      0.16478236E+01      0.21106847E+01      0.14649714E+01      0.19269206E+01
      2283      0.17403060E+01      0.14342239E+01      0.25524495E+01      0.13769883E+01      0.23281555E+01
      2284      0.15572804E+01      0.14839750E+01      0.18115641E+01      0.14316825E+01      0.17236633E+01
      2285      0.14977577E+01      0.13244621E+01      0.17755458E+01      0.14664250E+01      0.15386785E+01
      2286      0.15248346E+01      0.14269231E+01      0.18255768E+01      0.13734335E+01      0.17633285E+01
      2287      0.15891482E+01      0.14517356E+01      0.19786148E+01      0.14126280E+01      0.18537877E+01
      2288      0.16676783E+01      0.15238861E+01      0.22201614E+01      0.14437415E+01      0.18022817E+01
      2289      0.16161163E+01      0.14851461E+01      0.19654795E+01      0.14396071E+01      0.19431280E+01
      2290      0.17070008E+01      0.15904480E+01      0.21939062E+01      0.14441520E+01      0.20439097E+01
      2291      0.15965494E+01      0.13146818E+01      0.23145472E+01      0.13109688E+01      0.20133718E+01
      2292      0.15495644E+01      0.13236816E+01      0.21009877E+01      0.13787653E+01      0.17131144E+01
      2293      0.16012017E+01      0.14282805E+01      0.20960668E+01      0.14233323E+01      0.17581914E+01
      2294      0.16754359E+01      0.14940094E+01      0.21793213E+01      0.15039759E+01      0.18137639E+01
      2295      0.17084106E+01      0.15450961E+01      0.22149836E+01      0.14693702E+01      0.20455704E+01
      2296      0.16580803E+01      0.14115740E+01      0.24901708E+01      0.13487197E+01      0.18385111E+01
      2297      0.15922987E+01      0.13831587E+01      0.20427373E+01      0.14157746E+01      0.19331131E+01
      2298      0.16064751E+01      0.14505045E+01      0.19908651E+01      0.14834621E+01      0.17312342E+01
      2299      0.16679012E+01      0.14122572E+01      0.21472295E+01      0.15313860E+01      0.19288661E+01
      2300      0.16064836E+01      0.13615355E+01      0.19621658E+01      0.15120155E+01      0.19270223E+01
      2301      0.15832179E+01      0.13615355E+01      0.18292287E+01      0.15120155E+01      0.19713186E+01
      2302      0.15832179E+01      0.13615355E+01      0.18292287E+01      0.15120155E+01      0.19713186E+01
      2303      0.15832179E+01      0.13615355E+01      0.18292287E+01      0.15120155E+01      0.19713186E+01
      2304      0.15832179E+01      0.13615355E+01      0.18292287E+01      0.15120155E+01      0.19713186E+01
      2305      0.15832179E+01      0.13615355E+01      0.18292287E+01      0.15120155E+01      0.19713186E+01
      2306      0.15832179E+01      0.13615355E+01      0.18292287E+01      0.15120155E+01      0.19713186E+01
      2307      0.15832179E+01      0.13615355E+01      0.18292287E+01      0.15120155E+01      0.19713186E+01
      2308      0.15832179E+01      0.13615355E+01      0.18292287E+01      0.15120155E+01      0.19713186E+01
      2309      0.15832179E+01      0.13615355E+01      0.18292287E+01      0.15120155E+01      0.19713186E+01
      2310      0.15832179E+01      0.13615355E+01      0.18292287E+01      0.15120155E+01      0.19713186E+01
      2311      0.15832179E+01      0.13615355E+01      0.18292287E+01      0.15120155E+01      0.19713186E+01
      2312      0.15832179E+01      0.13615355E+01      0.18292287E+01      0.15120155E+01      0.19713186E+01
      2313      0.15832179E+01      0.13615355E+01      0.18292287E+01      0.15120155E+01      0.19713186E+01
      2314      0.15832179E+01      0.13615355E+01      0.18292287E+01      0.15120155E+01      0.19713186E+01
      2315      0.15832179E+01      0.13615355E+01      0.18292287E+01      0.15120155E+01      0.19713186E+01
      2316      0.15832179E+01      0.13615355E+01      0.18292287E+01      0.15120155E+01      0.19713186E+01
      2317      0.15832179E+01      0.13615355E+01      0.18292287E+01      0.15120155E+01      0.19713186E+01
      2318      0.15832179E+01      0.13615355E+01      0.18292287E+01      0.15120155E+01      0.19713186E+01
      2319      0.15832179E+01      0.13615355E+01      0.18292287E+01      0.15120155E+01      0.19713186E+01
      2320      0.15832179E+01      0.13615355E+01      0.18292287E+01      0.15120155E+01      0.19713186E+01
      2321      0.15832179E+01      0.13615355E+01      0.18292287E+01      0.15120155E+01      0.19713186E+01
      2322      0.15832179E+01      0.13615355E+01      0.18292287E+01      0.15120155E+01      0.19713186E+01
      2323      0.15832179E+01      0.13615355E+01      0.18292287E+01      0.15120155E+01      0.19713186E+01
      2324      0.15832179E+01      0.13615355E+01      0.18292287E+01      0.15120155E+01      0.19713186E+01
      2325      0.15832179E+01      0.13615355E+01      0.18292287E+01      0.15120155E+01      0.19713186E+01
      2326      0.15832179E+01      0.13615355E+01      0.18292287E+01      0.15120155E+01      0.19713186E+01
      2327      0.15832179E+01      0.13615355E+01      0.18292287E+01      0.15120155E+01      0.19713186E+01
      2328      0.15832179E+01      0.13615355E+01      0.18292287E+01      0.15120155E+01      0.19713186E+01
      2329      0.15832179E+01      0.13615355E+01      0.18292287E+01      0.15120155E+01      0.19713186E+01
      2330      0.15832179E+01      0.13615355E+01      0.18292287E+01      0.15120155E+01      0.19713186E+01
      2331      0.15832179E+01      0.13615355E+01      0.18292287E+01      0.15120155E+01      0.19713186E+01
      2332      0.15832179E+01      0.13615355E+01      0.18292287E+01      0.15120155E+01      0.19713186E+01
      2333      0.15832179E+01      0.13615355E+01      0.18292287E+01      0.15120155E+01      0.19713186E+01
      2334      0.15832179E+01      0.13615355E+01      0.18292287E+01      0.15120155E+01      0.19713186E+01
      2335      0.15832179E+01      0.13615355E+01      0.18292287E+01      0.15120155E+01      0.19713186E+01
      2336      0.15832179E+01      0.13615355E+01      0.18292287E+01      0.15120155E+01      0.19713186E+01
      2337      0.15832179E+01      0.13615355E+01      0.18292287E+01      0.15120155E+01      0.19713186E+01
      2338      0.15832179E+01      0.13615355E+01      0.18292287E+01      0.15120155E+01      0.19713186E+01
      2339      0.15832179E+01      0.13615355E+01      0.18292287E+01      0.15120155E+01      0.19713186E+01
      2340      0.15832179E+01      0.13615355E+01      0.18292287E+01      0.15120155E+01      0.19713186E+01
      2341      0.15832179E+01      0.13615355E+01      0.18292287E+01      0.15120155E+01      0.19713186E+01
      2342      0.15832179E+01      0.13615355E+01      0.18292287E+01      0.15120155E+01      0.19713186E+01
      2343      0.15832179E+01      0.13615355E+01      0.18292287E+01      0.15120155E+01      0.19713186E+01
      2344      0.15832179E+01      0.13615355E+01      0.18292287E+01      0.15120155E+01      0.19713186E+01
      2345      0.15832179E+01      0.13615355E+01      0.18292287E+01      0.15120155E+01      0.19713186E+01
      2346      0.15832179E+01      0.13615355E+01      0.18292287E+01      0.15120155E+01      0.19713186E+01
      2347      0.15832179E+01      0.13615355E+01      0.18292287E+01      0.15120155E+01      0.19713186E+01
      2348      0.15832179E+01      0.13615355E+01      0.18292287E+01      0.15120155E+01      0.19713186E+01
      2349      0.15832179E+01      0.13615355E+01      0.18292287E+01      0.15120155E+01      0.19713186E+01
      2350      0.15832179E+01      0.13615355E+01      0.18292287E+01      0.15120155E+01      0.19713186E+01
      2351      0.15832179E+01      0.13615355E+01      0.18292287E+01      0.15120155E+01      0.19713186E+01
      2352      0.15832179E+01      0.13615355E+01      0.18292287E+01      0.15120155E+01      0.19713186E+01
      2353      0.15832179E+01      0.13615355E+01      0.18292287E+01      0.15120155E+01      0.19713186E+01
      2354      0.15832179E+01      0.13615355E+01      0.18292287E+01      0.15120155E+01      0.19713186E+01
      2355      0.15832179E+01      0.13615355E+01      0.18292287E+01      0.15120155E+01      0.19713186E+01
      2356      0.15832179E+01      0.13615355E+01      0.18292287E+01      0.15120155E+01      0.19713186E+01
      2357      0.15832179E+01      0.13615355E+01      0.18292287E+01      0.15120155E+01      0.19713186E+01
      2358      0.15832179E+01      0.13615355E+01      0.18292287E+01      0.15120155E+01      0.19713186E+01
      2359      0.15832179E+01      0.13615355E+01      0.18292287E+01      0.15120155E+01      0.19713186E+01
      2360      0.15832179E+01      0.13615355E+01      0.18292287E+01      0.15120155E+01      0.19713186E+01
      2361      0.15832179E+01      0.13615355E+01      0.18292287E+01      0.15120155E+01      0.19713186E+01
      2362      0.15832179E+01      0.13615355E+01      0.18292287E+01      0.15120155E+01      0.19713186E+01
      2363      0.15832179E+01      0.13615355E+01      0.18292287E+01      0.15120155E+01      0.19713186E+01
      2364      0.15832179E+01      0.13615355E+01      0.18292287E+01      0.15120155E+01      0.19713186E+01
      2365      0.15832179E+01      0.13615355E+01      0.18292287E+01      0.15120155E+01      0.19713186E+01
