
__MAGICC 7.X DATA OUTPUT FILE__

OUTPUT:  DAT_SURFACE_TEMP
RUN:   SLR_AISSID_RCP45                                                                                                              
RUN_ID:                               1
DATE:   No Date specified.                                                                                                            
MAGICC-VERSION:   7.0.0.1 BETA, MAY 2016                                                                              

&THISFILE_SPECIFICATIONS
 THISFILE_DATACOLUMNS=          0,
 THISFILE_FIRSTYEAR=       1850,
 THISFILE_LASTYEAR=       2500,
 THISFILE_ANNUALSTEPS=          1,
 THISFILE_FIRSTDATAROW=         21,
 THISFILE_UNITS="K                                                                                                   ",
 THISFILE_DATTYPE="FOURBOXDATA                                                                                         ",
 /

   YEARS   GLOBAL    NH-OCEAN   NH-LAND   SH-OCEAN   SH-LAND
      2118      0.29389725E+01      0.25670176E+01      0.40351435E+01      0.24211973E+01      0.37217560E+01
      2119      0.29206097E+01      0.26268470E+01      0.40243276E+01      0.24322545E+01      0.33616638E+01
      2120      0.28906567E+01      0.26410211E+01      0.39885356E+01      0.23880300E+01      0.32752024E+01
      2121      0.30146954E+01      0.28519589E+01      0.40527217E+01      0.25098199E+01      0.32873993E+01
      2122      0.30907353E+01      0.28997913E+01      0.41302719E+01      0.26040661E+01      0.33698349E+01
      2123      0.29975954E+01      0.27166816E+01      0.41487198E+01      0.25168901E+01      0.32795715E+01
      2124      0.28793443E+01      0.26019859E+01      0.38948568E+01      0.24504385E+01      0.32278595E+01
      2125      0.29853317E+01      0.28669295E+01      0.36691844E+01      0.26438169E+01      0.32293879E+01
      2126      0.31158214E+01      0.28403107E+01      0.41176453E+01      0.26790555E+01      0.35161794E+01
      2127      0.29819610E+01      0.26539031E+01      0.39448700E+01      0.25415578E+01      0.36189626E+01
      2128      0.29060493E+01      0.26165644E+01      0.38074646E+01      0.25552527E+01      0.32224121E+01
      2129      0.28859319E+01      0.26251989E+01      0.38718389E+01      0.24887489E+01      0.31284027E+01
      2130      0.28536558E+01      0.26605698E+01      0.35460841E+01      0.25648054E+01      0.30887121E+01
      2131      0.29994342E+01      0.27150118E+01      0.38470230E+01      0.26263290E+01      0.34933904E+01
      2132      0.30244760E+01      0.27388258E+01      0.39110997E+01      0.25989568E+01      0.36409302E+01
      2133      0.30211551E+01      0.29010497E+01      0.38072840E+01      0.26118580E+01      0.33203532E+01
      2134      0.30639906E+01      0.29551563E+01      0.38652318E+01      0.25959297E+01      0.35228984E+01
      2135      0.31912502E+01      0.29944508E+01      0.43480860E+01      0.26121452E+01      0.35996577E+01
      2136      0.31903983E+01      0.29534826E+01      0.43497467E+01      0.26871472E+01      0.34192225E+01
      2137      0.31130730E+01      0.29005702E+01      0.40991720E+01      0.25919325E+01      0.36882680E+01
      2138      0.31150868E+01      0.28580204E+01      0.40513713E+01      0.27315798E+01      0.33952281E+01
      2139      0.31273266E+01      0.27792437E+01      0.42646484E+01      0.26623032E+01      0.35634282E+01
      2140      0.30239327E+01      0.27402086E+01      0.38393784E+01      0.26130906E+01      0.37222087E+01
      2141      0.30122517E+01      0.28235643E+01      0.38698222E+01      0.26206726E+01      0.32913310E+01
      2142      0.30999938E+01      0.30099190E+01      0.39390844E+01      0.26990572E+01      0.31788762E+01
      2143      0.31399917E+01      0.28551616E+01      0.41422221E+01      0.27039509E+01      0.35625483E+01
      2144      0.30011088E+01      0.26350727E+01      0.40772629E+01      0.25387680E+01      0.35990397E+01
      2145      0.30076552E+01      0.28438388E+01      0.38029862E+01      0.26302875E+01      0.32890600E+01
      2146      0.30973557E+01      0.28185155E+01      0.41046829E+01      0.26583394E+01      0.35043691E+01
      2147      0.30896069E+01      0.28341845E+01      0.40895869E+01      0.26797850E+01      0.33368098E+01
      2148      0.30718089E+01      0.28531087E+01      0.39550349E+01      0.26818509E+01      0.33763707E+01
      2149      0.31153208E+01      0.29961309E+01      0.40105820E+01      0.26814403E+01      0.32862066E+01
      2150      0.32169143E+01      0.29806279E+01      0.43998820E+01      0.26988457E+01      0.34525045E+01
      2151      0.31916562E+01      0.27763600E+01      0.45644760E+01      0.26199029E+01      0.37439067E+01
      2152      0.30432536E+01      0.28191222E+01      0.39707057E+01      0.26487327E+01      0.32915293E+01
      2153      0.30460598E+01      0.28704828E+01      0.36842651E+01      0.26767315E+01      0.36439540E+01
      2154      0.31301787E+01      0.28295515E+01      0.42020162E+01      0.26393362E+01      0.36633097E+01
      2155      0.31297227E+01      0.29592038E+01      0.40384420E+01      0.26626732E+01      0.35402374E+01
      2156      0.31952325E+01      0.28054677E+01      0.43921356E+01      0.27558916E+01      0.35306778E+01
      2157      0.30897621E+01      0.26928547E+01      0.40691630E+01      0.27016125E+01      0.36873627E+01
      2158      0.30884136E+01      0.27878919E+01      0.40294723E+01      0.27245317E+01      0.34051971E+01
      2159      0.30256759E+01      0.27041470E+01      0.38758342E+01      0.26757289E+01      0.35298589E+01
      2160      0.30014542E+01      0.26644976E+01      0.40015945E+01      0.25545310E+01      0.36130981E+01
      2161      0.30071080E+01      0.27623608E+01      0.40139338E+01      0.25550792E+01      0.33699137E+01
      2162      0.31152093E+01      0.29533144E+01      0.39022725E+01      0.27405390E+01      0.33976949E+01
      2163      0.30875196E+01      0.28334613E+01      0.37095566E+01      0.27788607E+01      0.37062759E+01
      2164      0.31013468E+01      0.27818911E+01      0.40189031E+01      0.26614872E+01      0.38032506E+01
      2165      0.30332909E+01      0.27819773E+01      0.38926951E+01      0.26558171E+01      0.34286067E+01
      2166      0.30774079E+01      0.28513864E+01      0.38971202E+01      0.27604061E+01      0.32547633E+01
      2167      0.31303133E+01      0.28325342E+01      0.41501287E+01      0.26608891E+01      0.36790492E+01
      2168      0.29944393E+01      0.26589882E+01      0.38882726E+01      0.25846966E+01      0.36746699E+01
      2169      0.31109672E+01      0.28837592E+01      0.41124140E+01      0.26917333E+01      0.33127187E+01
      2170      0.31703150E+01      0.28639832E+01      0.41546936E+01      0.28105100E+01      0.34011688E+01
      2171      0.31096877E+01      0.27606549E+01      0.40456797E+01      0.26658379E+01      0.38714193E+01
      2172      0.30618325E+01      0.27155896E+01      0.40844828E+01      0.26644571E+01      0.34677099E+01
      2173      0.31134978E+01      0.28853564E+01      0.41205648E+01      0.26307014E+01      0.35457026E+01
      2174      0.31460131E+01      0.29187112E+01      0.42898483E+01      0.26293405E+01      0.34298019E+01
      2175      0.31416397E+01      0.29268879E+01      0.42287165E+01      0.27143144E+01      0.31681671E+01
      2176      0.32620425E+01      0.29789845E+01      0.43780924E+01      0.27893670E+01      0.35898819E+01
      2177      0.33021438E+01      0.30247116E+01      0.45925344E+01      0.27535602E+01      0.35513229E+01
      2178      0.31861414E+01      0.29645590E+01      0.42598165E+01      0.26708451E+01      0.35892766E+01
      2179      0.32044741E+01      0.29947965E+01      0.42389247E+01      0.28009624E+01      0.32326558E+01
      2180      0.32411158E+01      0.30122858E+01      0.41051992E+01      0.27711037E+01      0.39130961E+01
      2181      0.32413866E+01      0.29523590E+01      0.44700139E+01      0.26913305E+01      0.36516571E+01
      2182      0.31983259E+01      0.29483075E+01      0.42647730E+01      0.27339879E+01      0.35027542E+01
      2183      0.31837355E+01      0.28643772E+01      0.42995351E+01      0.27556249E+01      0.34446844E+01
      2184      0.31329596E+01      0.28670490E+01      0.41451696E+01      0.27041317E+01      0.34561691E+01
      2185      0.31481477E+01      0.28847064E+01      0.41606547E+01      0.26833683E+01      0.35991898E+01
      2186      0.31816784E+01      0.28762305E+01      0.43477783E+01      0.26603163E+01      0.36544113E+01
      2187      0.31340915E+01      0.29545475E+01      0.40692724E+01      0.27158467E+01      0.33330104E+01
      2188      0.30647948E+01      0.27615333E+01      0.41716105E+01      0.25550894E+01      0.36062063E+01
      2189      0.30438711E+01      0.27865940E+01      0.39730199E+01      0.26127628E+01      0.35179367E+01
      2190      0.30971223E+01      0.29759594E+01      0.38373591E+01      0.27742825E+01      0.31657817E+01
      2191      0.32364824E+01      0.31297857E+01      0.41043192E+01      0.28157217E+01      0.33783569E+01
      2192      0.33704261E+01      0.31660068E+01      0.43854624E+01      0.28435843E+01      0.38868688E+01
      2193      0.32901138E+01      0.29690116E+01      0.43500722E+01      0.27720044E+01      0.40061289E+01
      2194      0.31582216E+01      0.28048428E+01      0.43053869E+01      0.26910221E+01      0.35974503E+01
      2195      0.31143338E+01      0.28411992E+01      0.40753454E+01      0.28140161E+01      0.30764491E+01
      2196      0.31998266E+01      0.29892265E+01      0.39919815E+01      0.28667999E+01      0.34499893E+01
      2197      0.32086592E+01      0.29801039E+01      0.40343857E+01      0.27723443E+01      0.38298289E+01
      2198      0.33119732E+01      0.29479558E+01      0.45736186E+01      0.28230776E+01      0.36332423E+01
      2199      0.31469827E+01      0.29316509E+01      0.39815267E+01      0.27256103E+01      0.36577835E+01
      2200      0.32853427E+01      0.30702338E+01      0.43196284E+01      0.28648120E+01      0.33928782E+01
      2201      0.33172581E+01      0.30392537E+01      0.43202464E+01      0.28772213E+01      0.37344793E+01
      2202      0.32772107E+01      0.29934187E+01      0.43749288E+01      0.26812771E+01      0.41074270E+01
      2203      0.32472955E+01      0.30802023E+01      0.42888641E+01      0.27890680E+01      0.33494619E+01
      2204      0.33314009E+01      0.31243505E+01      0.44611130E+01      0.27993574E+01      0.36453272E+01
      2205      0.33642576E+01      0.31165596E+01      0.44590886E+01      0.28140824E+01      0.39284210E+01
      2206      0.33102032E+01      0.31120081E+01      0.42536443E+01      0.28877254E+01      0.35600382E+01
      2207      0.32685371E+01      0.30148935E+01      0.41685562E+01      0.28177152E+01      0.38649877E+01
      2208      0.32703044E+01      0.29604644E+01      0.42618256E+01      0.28226214E+01      0.38271510E+01
      2209      0.31888497E+01      0.28606524E+01      0.40019964E+01      0.28501372E+01      0.37432098E+01
      2210      0.31318182E+01      0.27812445E+01      0.39755376E+01      0.27939362E+01      0.36837107E+01
      2211      0.32751238E+01      0.30557503E+01      0.40863927E+01      0.29070158E+01      0.36432622E+01
      2212      0.33047615E+01      0.30408384E+01      0.40428950E+01      0.29265638E+01      0.39801687E+01
      2213      0.32012521E+01      0.28034218E+01      0.40840963E+01      0.27747391E+01      0.41388346E+01
      2214      0.31616160E+01      0.29543615E+01      0.39853007E+01      0.28277250E+01      0.33427302E+01
      2215      0.32730128E+01      0.30493004E+01      0.41711121E+01      0.28973834E+01      0.35077693E+01
      2216      0.33047324E+01      0.28552201E+01      0.46193085E+01      0.27598704E+01      0.39668096E+01
      2217      0.31665072E+01      0.28807115E+01      0.41611684E+01      0.27338429E+01      0.35941671E+01
      2218      0.32247684E+01      0.30780394E+01      0.41493759E+01      0.27589945E+01      0.35330022E+01
      2219      0.33317547E+01      0.30807246E+01      0.44199219E+01      0.28021615E+01      0.38410212E+01
      2220      0.32639761E+01      0.30754710E+01      0.43559011E+01      0.27151238E+01      0.36654892E+01
      2221      0.32352196E+01      0.29116487E+01      0.44914678E+01      0.27240178E+01      0.35394872E+01
      2222      0.31702046E+01      0.29005779E+01      0.42861506E+01      0.27137645E+01      0.34000804E+01
      2223      0.32782390E+01      0.30884136E+01      0.41965459E+01      0.28638510E+01      0.35247930E+01
      2224      0.34255840E+01      0.31521369E+01      0.44752019E+01      0.28950132E+01      0.40775401E+01
      2225      0.33336864E+01      0.29274262E+01      0.45703379E+01      0.27094746E+01      0.43306605E+01
      2226      0.31587190E+01      0.29253339E+01      0.40599492E+01      0.27118679E+01      0.36818568E+01
      2227      0.32362353E+01      0.30639497E+01      0.42030385E+01      0.27632442E+01      0.35578130E+01
      2228      0.32910981E+01      0.30321934E+01      0.44852931E+01      0.27445951E+01      0.36736704E+01
      2229      0.32135903E+01      0.29946007E+01      0.41661936E+01      0.27523919E+01      0.36481959E+01
      2230      0.32680570E+01      0.30602776E+01      0.42006226E+01      0.27501134E+01      0.39252472E+01
      2231      0.32922037E+01      0.30810965E+01      0.44711456E+01      0.27423105E+01      0.35860240E+01
      2232      0.33644887E+01      0.31069467E+01      0.46322454E+01      0.27379158E+01      0.38973897E+01
      2233      0.33099116E+01      0.31336317E+01      0.44857203E+01      0.28028759E+01      0.33525823E+01
      2234      0.32957227E+01      0.30080776E+01      0.44736023E+01      0.27911665E+01      0.36325048E+01
      2235      0.32538492E+01      0.30511963E+01      0.42359390E+01      0.27439140E+01      0.37677053E+01
      2236      0.33820180E+01      0.31848975E+01      0.45119705E+01      0.29023867E+01      0.34708684E+01
      2237      0.34687240E+01      0.30938747E+01      0.47094955E+01      0.29019098E+01      0.41547801E+01
      2238      0.33443735E+01      0.28578296E+01      0.46957550E+01      0.27364540E+01      0.42723338E+01
      2239      0.32455067E+01      0.30028090E+01      0.42995122E+01      0.28218722E+01      0.34014765E+01
      2240      0.32530275E+01      0.30597191E+01      0.41142553E+01      0.28120502E+01      0.37233861E+01
      2241      0.32324944E+01      0.29440409E+01      0.41140111E+01      0.28325801E+01      0.37705816E+01
      2242      0.32383506E+01      0.29221021E+01      0.41804784E+01      0.27744855E+01      0.39725596E+01
      2243      0.32765239E+01      0.29923587E+01      0.42816645E+01      0.28269174E+01      0.37424571E+01
      2244      0.32912087E+01      0.29687265E+01      0.43660380E+01      0.28504094E+01      0.36904602E+01
      2245      0.32354121E+01      0.29606019E+01      0.40872803E+01      0.27631782E+01      0.40671743E+01
      2246      0.33147429E+01      0.29328140E+01      0.45115356E+01      0.28235974E+01      0.38236516E+01
      2247      0.32923842E+01      0.29757075E+01      0.43177287E+01      0.28126647E+01      0.39209849E+01
      2248      0.32886783E+01      0.30368676E+01      0.42436320E+01      0.29207108E+01      0.34585063E+01
      2249      0.33478745E+01      0.29848908E+01      0.43589020E+01      0.29316636E+01      0.38940913E+01
      2250      0.32361431E+01      0.28861360E+01      0.40230459E+01      0.28477657E+01      0.40900625E+01
      2251      0.32418509E+01      0.29408467E+01      0.42170308E+01      0.28092987E+01      0.37500560E+01
      2252      0.33374629E+01      0.30531277E+01      0.44426804E+01      0.29411297E+01      0.34033025E+01
      2253      0.33363529E+01      0.29998387E+01      0.42943039E+01      0.30131771E+01      0.35656280E+01
      2254      0.32544099E+01      0.28807572E+01      0.41347173E+01      0.28872963E+01      0.39068349E+01
      2255      0.31969180E+01      0.29569165E+01      0.38577245E+01      0.29018819E+01      0.36480637E+01
      2256      0.33624541E+01      0.30666446E+01      0.44844335E+01      0.29117248E+01      0.36310933E+01
      2257      0.33546307E+01      0.30302655E+01      0.44238103E+01      0.29366854E+01      0.36844075E+01
      2258      0.33729136E+01      0.30116789E+01      0.44927165E+01      0.28268180E+01      0.41853638E+01
      2259      0.32299942E+01      0.29251502E+01      0.41511968E+01      0.27950316E+01      0.38658269E+01
      2260      0.30775995E+01      0.28465849E+01      0.38323619E+01      0.27211503E+01      0.35470428E+01
      2261      0.30480194E+01      0.27992655E+01      0.36974869E+01      0.27871010E+01      0.34176687E+01
      2262      0.32947781E+01      0.29774071E+01      0.42636210E+01      0.29453052E+01      0.35483246E+01
      2263      0.33167212E+01      0.29831893E+01      0.41204275E+01      0.30039065E+01      0.38072713E+01
      2264      0.33224630E+01      0.30340374E+01      0.40127106E+01      0.29716765E+01      0.40581970E+01
      2265      0.33911199E+01      0.31353436E+01      0.43067017E+01      0.29779541E+01      0.38206762E+01
      2266      0.34094805E+01      0.32002232E+01      0.41969884E+01      0.30361550E+01      0.38168284E+01
      2267      0.35146216E+01      0.31399529E+01      0.46378352E+01      0.29681563E+01      0.43587443E+01
      2268      0.33990760E+01      0.30279467E+01      0.45485789E+01      0.28691231E+01      0.41187261E+01
      2269      0.32331221E+01      0.28350580E+01      0.42661336E+01      0.27666300E+01      0.40214132E+01
      2270      0.31787416E+01      0.29752647E+01      0.39366735E+01      0.28617102E+01      0.34175034E+01
      2271      0.32673827E+01      0.30147716E+01      0.39109166E+01      0.28801425E+01      0.41347631E+01
      2272      0.32336711E+01      0.30472719E+01      0.41274414E+01      0.27689266E+01      0.37092718E+01
      2273      0.33559619E+01      0.32410807E+01      0.43461024E+01      0.28708157E+01      0.35180461E+01
      2274      0.33855215E+01      0.31222767E+01      0.43248622E+01      0.29751349E+01      0.37777329E+01
      2275      0.33799966E+01      0.30945035E+01      0.44403966E+01      0.28849197E+01      0.39101334E+01
      2276      0.33077643E+01      0.30940351E+01      0.41883214E+01      0.28866463E+01      0.37211558E+01
      2277      0.34307693E+01      0.30577220E+01      0.47586848E+01      0.28505723E+01      0.39879049E+01
      2278      0.33377825E+01      0.29753818E+01      0.45259806E+01      0.28163616E+01      0.39238383E+01
      2279      0.32705911E+01      0.30240949E+01      0.41850382E+01      0.28563647E+01      0.36807760E+01
      2280      0.33529021E+01      0.31337511E+01      0.43417206E+01      0.29401328E+01      0.35333379E+01
      2281      0.33254692E+01      0.29856334E+01      0.43837077E+01      0.28153138E+01      0.40667419E+01
      2282      0.33015829E+01      0.30483566E+01      0.42306875E+01      0.29241831E+01      0.35625025E+01
      2283      0.33257717E+01      0.29935331E+01      0.43886922E+01      0.29051719E+01      0.36997986E+01
      2284      0.32853909E+01      0.29724120E+01      0.43494161E+01      0.28712324E+01      0.35797831E+01
      2285      0.33452178E+01      0.29436840E+01      0.44764175E+01      0.29486796E+01      0.36835556E+01
      2286      0.31936447E+01      0.29381440E+01      0.38027801E+01      0.29438523E+01      0.36207377E+01
      2287      0.33270468E+01      0.28760349E+01      0.44189631E+01      0.29467223E+01      0.38196106E+01
      2288      0.32587973E+01      0.29090040E+01      0.40778859E+01      0.29191827E+01      0.38643138E+01
      2289      0.33314277E+01      0.31183799E+01      0.39404755E+01      0.30550105E+01      0.37416051E+01
      2290      0.34328328E+01      0.30038710E+01      0.44839223E+01      0.30556533E+01      0.39343185E+01
      2291      0.32915313E+01      0.29184958E+01      0.41098378E+01      0.29405968E+01      0.40053889E+01
      2292      0.33073709E+01      0.29141308E+01      0.41774597E+01      0.30299383E+01      0.36969605E+01
      2293      0.33256315E+01      0.29926536E+01      0.39864731E+01      0.30461212E+01      0.39750926E+01
      2294      0.33376406E+01      0.29103734E+01      0.42677816E+01      0.29857682E+01      0.39811401E+01
      2295      0.32706125E+01      0.29427969E+01      0.40396983E+01      0.30123290E+01      0.36094742E+01
      2296      0.33442849E+01      0.30854265E+01      0.39981944E+01      0.31088519E+01      0.36370850E+01
      2297      0.33988567E+01      0.30077042E+01      0.41233215E+01      0.31023750E+01      0.41455892E+01
      2298      0.34300043E+01      0.29917994E+01      0.43989766E+01      0.31293233E+01      0.38334732E+01
      2299      0.34352574E+01      0.31068424E+01      0.43905996E+01      0.31304386E+01      0.35783234E+01
      2300      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2301      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2302      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2303      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2304      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2305      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2306      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2307      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2308      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2309      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2310      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2311      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2312      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2313      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2314      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2315      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2316      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2317      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2318      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2319      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2320      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2321      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2322      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2323      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2324      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2325      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2326      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2327      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2328      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2329      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2330      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2331      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2332      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2333      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2334      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2335      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2336      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2337      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2338      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2339      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2340      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2341      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2342      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2343      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2344      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2345      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2346      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2347      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2348      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2349      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2350      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2351      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2352      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2353      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2354      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2355      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2356      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2357      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2358      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2359      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2360      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2361      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2362      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2363      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2364      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2365      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2366      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2367      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2368      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2369      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2370      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2371      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2372      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2373      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2374      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2375      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2376      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2377      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2378      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2379      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2380      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2381      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2382      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2383      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2384      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2385      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2386      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2387      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2388      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2389      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2390      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2391      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2392      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2393      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2394      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2395      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
